"Code","Full Description","Class","Approach"
"0RH04DZ","Insertion of Facet Replacement Spinal Stabilization Device into Occipital-cervical Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH104Z","Insertion of Internal Fixation Device into Cervical Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH10BZ","Insertion of Interspinous Process Spinal Stabilization Device into Cervical Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH10CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Cervical Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH10DZ","Insertion of Facet Replacement Spinal Stabilization Device into Cervical Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH134Z","Insertion of Internal Fixation Device into Cervical Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH13BZ","Insertion of Interspinous Process Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH13CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH13DZ","Insertion of Facet Replacement Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH144Z","Insertion of Internal Fixation Device into Cervical Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH14BZ","Insertion of Interspinous Process Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH14CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH14DZ","Insertion of Facet Replacement Spinal Stabilization Device into Cervical Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH404Z","Insertion of Internal Fixation Device into Cervicothoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH40BZ","Insertion of Interspinous Process Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH40CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH40DZ","Insertion of Facet Replacement Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH434Z","Insertion of Internal Fixation Device into Cervicothoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH43BZ","Insertion of Interspinous Process Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH43CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH43DZ","Insertion of Facet Replacement Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH444Z","Insertion of Internal Fixation Device into Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH44BZ","Insertion of Interspinous Process Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH44CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH44DZ","Insertion of Facet Replacement Spinal Stabilization Device into Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH604Z","Insertion of Internal Fixation Device into Thoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH60BZ","Insertion of Interspinous Process Spinal Stabilization Device into Thoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH60CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Thoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH60DZ","Insertion of Facet Replacement Spinal Stabilization Device into Thoracic Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RH634Z","Insertion of Internal Fixation Device into Thoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH63BZ","Insertion of Interspinous Process Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH63CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH63DZ","Insertion of Facet Replacement Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RH644Z","Insertion of Internal Fixation Device into Thoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH64BZ","Insertion of Interspinous Process Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH64CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RH64DZ","Insertion of Facet Replacement Spinal Stabilization Device into Thoracic Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RHA04Z","Insertion of Internal Fixation Device into Thoracolumbar Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RHA0BZ","Insertion of Interspinous Process Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RHA0CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RHA0DZ","Insertion of Facet Replacement Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Open Approach","spineFusion","Open Approach"
"0RHA34Z","Insertion of Internal Fixation Device into Thoracolumbar Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RHA3BZ","Insertion of Interspinous Process Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RHA3CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RHA3DZ","Insertion of Facet Replacement Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RHA44Z","Insertion of Internal Fixation Device into Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RHA4BZ","Insertion of Interspinous Process Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RHA4CZ","Insertion of Pedicle-Based Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RHA4DZ","Insertion of Facet Replacement Spinal Stabilization Device into Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG0070","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG0071","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG007J","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00A0","Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00A1",NA,"spineFusion",NA
"0SG00AJ","Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00J0","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00J1","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG00JJ","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00K0","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00K1","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG00KJ","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00Z0","Fusion of Lumbar Vertebral Joint, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG00Z1","Fusion of Lumbar Vertebral Joint, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG00ZJ","Fusion of Lumbar Vertebral Joint, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG0370","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG0371","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG037J","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03A0","Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03A1",NA,"spineFusion",NA
"0SG03AJ","Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03J0","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03J1","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03JJ","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03K0","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03K1","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03KJ","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03Z0","Fusion of Lumbar Vertebral Joint, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03Z1","Fusion of Lumbar Vertebral Joint, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG03ZJ","Fusion of Lumbar Vertebral Joint, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG0470","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG0471","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG047J","Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04A0","Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04A1",NA,"spineFusion",NA
"0SG04AJ","Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04J0","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04J1","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04JJ","Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04K0","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04K1","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04KJ","Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04Z0","Fusion of Lumbar Vertebral Joint, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04Z1","Fusion of Lumbar Vertebral Joint, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG04ZJ","Fusion of Lumbar Vertebral Joint, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG1070","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG1071","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG107J","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10A0","Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10A1",NA,"spineFusion",NA
"0SG10AJ","Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10J0","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10J1","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG10JJ","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10K0","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10K1","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG10KJ","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10Z0","Fusion of 2 or more Lumbar Vertebral Joints, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG10Z1","Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG10ZJ","Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG1370","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG1371","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG137J","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13A0","Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13A1",NA,"spineFusion",NA
"0SG13AJ","Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13J0","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13J1","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13JJ","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13K0","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13K1","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13KJ","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13Z0","Fusion of 2 or more Lumbar Vertebral Joints, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13Z1","Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG13ZJ","Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG1470","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG1471","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG147J","Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14A0","Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14A1",NA,"spineFusion",NA
"0SG14AJ","Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14J0","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14J1","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14JJ","Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14K0","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14K1","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14KJ","Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14Z0","Fusion of 2 or more Lumbar Vertebral Joints, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14Z1","Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG14ZJ","Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG3070","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG3071","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG307J","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30A0","Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30A1",NA,"spineFusion",NA
"0SG30AJ","Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30J0","Fusion of Lumbosacral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30J1","Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG30JJ","Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30K0","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30K1","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG30KJ","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30Z0","Fusion of Lumbosacral Joint, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG30Z1","Fusion of Lumbosacral Joint, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0SG30ZJ","Fusion of Lumbosacral Joint, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0SG3370","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG3371","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG337J","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33A0","Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33A1",NA,"spineFusion",NA
"0SG33AJ","Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33J0","Fusion of Lumbosacral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33J1","Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33JJ","Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33K0","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33K1","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33KJ","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33Z0","Fusion of Lumbosacral Joint, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33Z1","Fusion of Lumbosacral Joint, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG33ZJ","Fusion of Lumbosacral Joint, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0SG3470","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG3471","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG347J","Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34A0","Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34A1",NA,"spineFusion",NA
"0SG34AJ","Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34J0","Fusion of Lumbosacral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34J1","Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34JJ","Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34K0","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34K1","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34KJ","Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34Z0","Fusion of Lumbosacral Joint, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0SG34Z1","Fusion of Lumbosacral Joint, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
