"Code","Full Description","Class","Approach"
"00B13ZZ","Excision of Cerebral Meninges, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00B14ZZ","Excision of Cerebral Meninges, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00B70ZX","Excision of Cerebral Hemisphere, Open Approach, Diagnostic","craniotomy","Open Approach"
"00B70ZZ","Excision of Cerebral Hemisphere, Open Approach","craniotomy","Open Approach"
"00B73ZZ","Excision of Cerebral Hemisphere, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00B74ZZ","Excision of Cerebral Hemisphere, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00B80ZX","Excision of Basal Ganglia, Open Approach, Diagnostic","craniotomy","Open Approach"
"00B80ZZ","Excision of Basal Ganglia, Open Approach","craniotomy","Open Approach"
"00B83ZZ","Excision of Basal Ganglia, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00B84ZZ","Excision of Basal Ganglia, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00B90ZX","Excision of Thalamus, Open Approach, Diagnostic","craniotomy","Open Approach"
"00B90ZZ","Excision of Thalamus, Open Approach","craniotomy","Open Approach"
"00B93ZZ","Excision of Thalamus, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00B94ZZ","Excision of Thalamus, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00BA0ZX","Excision of Hypothalamus, Open Approach, Diagnostic","craniotomy","Open Approach"
"00BA0ZZ","Excision of Hypothalamus, Open Approach","craniotomy","Open Approach"
"00BA3ZZ","Excision of Hypothalamus, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00BA4ZZ","Excision of Hypothalamus, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00BB0ZX","Excision of Pons, Open Approach, Diagnostic","craniotomy","Open Approach"
"00BB0ZZ","Excision of Pons, Open Approach","craniotomy","Open Approach"
"00BB3ZZ","Excision of Pons, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00BB4ZZ","Excision of Pons, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00BC0ZX","Excision of Cerebellum, Open Approach, Diagnostic","craniotomy","Open Approach"
"00BC0ZZ","Excision of Cerebellum, Open Approach","craniotomy","Open Approach"
"00BC3ZZ","Excision of Cerebellum, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00BC4ZZ","Excision of Cerebellum, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00BD0ZX","Excision of Medulla Oblongata, Open Approach, Diagnostic","craniotomy","Open Approach"
"00BD0ZZ","Excision of Medulla Oblongata, Open Approach","craniotomy","Open Approach"
"00BD3ZZ","Excision of Medulla Oblongata, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00BD4ZZ","Excision of Medulla Oblongata, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00BW0ZX","Excision of Cervical Spinal Cord, Open Approach, Diagnostic","craniotomy","Open Approach"
"00BW0ZZ","Excision of Cervical Spinal Cord, Open Approach","craniotomy","Open Approach"
"00BW3ZZ","Excision of Cervical Spinal Cord, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00BW4ZZ","Excision of Cervical Spinal Cord, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00BX0ZX","Excision of Thoracic Spinal Cord, Open Approach, Diagnostic","craniotomy","Open Approach"
"00BX0ZZ","Excision of Thoracic Spinal Cord, Open Approach","craniotomy","Open Approach"
"00BX3ZZ","Excision of Thoracic Spinal Cord, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00BX4ZZ","Excision of Thoracic Spinal Cord, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00BY0ZX","Excision of Lumbar Spinal Cord, Open Approach, Diagnostic","craniotomy","Open Approach"
"00BY0ZZ","Excision of Lumbar Spinal Cord, Open Approach","craniotomy","Open Approach"
"00BY3ZZ","Excision of Lumbar Spinal Cord, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00BY4ZZ","Excision of Lumbar Spinal Cord, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00D00ZZ","Extraction of Brain, Open Approach","craniotomy","Open Approach"
"00D03ZZ","Extraction of Brain, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00D04ZZ","Extraction of Brain, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00D10ZZ","Extraction of Cerebral Meninges, Open Approach","craniotomy","Open Approach"
"00D13ZZ","Extraction of Cerebral Meninges, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00D14ZZ","Extraction of Cerebral Meninges, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00D70ZZ","Extraction of Cerebral Hemisphere, Open Approach","craniotomy","Open Approach"
"00D73ZZ","Extraction of Cerebral Hemisphere, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00D74ZZ","Extraction of Cerebral Hemisphere, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00DC0ZZ","Extraction of Cerebellum, Open Approach","craniotomy","Open Approach"
"00DC3ZZ","Extraction of Cerebellum, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00DC4ZZ","Extraction of Cerebellum, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"00T70ZZ","Resection of Cerebral Hemisphere, Open Approach","craniotomy","Open Approach"
"00T73ZZ","Resection of Cerebral Hemisphere, Percutaneous Approach","craniotomy","Percutaneous Approach"
"00T74ZZ","Resection of Cerebral Hemisphere, Percutaneous Endoscopic Approach","craniotomy","Percutaneous Endoscopic Approach"
"041K09L","Bypass Right Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Open Approach","femPop","Open Approach"
"041K0AL","Bypass Right Femoral Artery to Popliteal Artery with Autologous Arterial Tissue, Open Approach","femPop","Open Approach"
"041K0JL","Bypass Right Femoral Artery to Popliteal Artery with Synthetic Substitute, Open Approach","femPop","Open Approach"
"041K0KL","Bypass Right Femoral Artery to Popliteal Artery with Nonautologous Tissue Substitute, Open Approach","femPop","Open Approach"
"041K0ZL","Bypass Right Femoral Artery to Popliteal Artery, Open Approach","femPop","Open Approach"
"041K49L","Bypass Right Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041K4AL","Bypass Right Femoral Artery to Popliteal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041K4JL","Bypass Right Femoral Artery to Popliteal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041K4KL","Bypass Right Femoral Artery to Popliteal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041K4ZL","Bypass Right Femoral Artery to Popliteal Artery, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041L09L","Bypass Left Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Open Approach","femPop","Open Approach"
"041L0AL","Bypass Left Femoral Artery to Popliteal Artery with Autologous Arterial Tissue, Open Approach","femPop","Open Approach"
"041L0JL","Bypass Left Femoral Artery to Popliteal Artery with Synthetic Substitute, Open Approach","femPop","Open Approach"
"041L0KL","Bypass Left Femoral Artery to Popliteal Artery with Nonautologous Tissue Substitute, Open Approach","femPop","Open Approach"
"041L0ZL","Bypass Left Femoral Artery to Popliteal Artery, Open Approach","femPop","Open Approach"
"041L49L","Bypass Left Femoral Artery to Popliteal Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041L4AL","Bypass Left Femoral Artery to Popliteal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041L4JL","Bypass Left Femoral Artery to Popliteal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041L4KL","Bypass Left Femoral Artery to Popliteal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"041L4ZL","Bypass Left Femoral Artery to Popliteal Artery, Percutaneous Endoscopic Approach","femPop","Percutaneous Endoscopic Approach"
"0QH604Z","Insertion of Internal Fixation Device into Right Upper Femur, Open Approach","femur","Open Approach"
"0QH605Z","Insertion of External Fixation Device into Right Upper Femur, Open Approach","femur","Open Approach"
"0QH606Z","Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Open Approach","femur","Open Approach"
"0QH60BZ","Insertion of Monoplanar External Fixation Device into Right Upper Femur, Open Approach","femur","Open Approach"
"0QH60CZ","Insertion of Ring External Fixation Device into Right Upper Femur, Open Approach","femur","Open Approach"
"0QH60DZ","Insertion of Hybrid External Fixation Device into Right Upper Femur, Open Approach","femur","Open Approach"
"0QH634Z","Insertion of Internal Fixation Device into Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH635Z","Insertion of External Fixation Device into Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH636Z","Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH63BZ","Insertion of Monoplanar External Fixation Device into Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH63CZ","Insertion of Ring External Fixation Device into Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH63DZ","Insertion of Hybrid External Fixation Device into Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH644Z","Insertion of Internal Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH645Z","Insertion of External Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH646Z","Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH64BZ","Insertion of Monoplanar External Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH64CZ","Insertion of Ring External Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH64DZ","Insertion of Hybrid External Fixation Device into Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH704Z","Insertion of Internal Fixation Device into Left Upper Femur, Open Approach","femur","Open Approach"
"0QH705Z","Insertion of External Fixation Device into Left Upper Femur, Open Approach","femur","Open Approach"
"0QH706Z","Insertion of Intramedullary Internal Fixation Device into Left Upper Femur, Open Approach","femur","Open Approach"
"0QH70BZ","Insertion of Monoplanar External Fixation Device into Left Upper Femur, Open Approach","femur","Open Approach"
"0QH70CZ","Insertion of Ring External Fixation Device into Left Upper Femur, Open Approach","femur","Open Approach"
"0QH70DZ","Insertion of Hybrid External Fixation Device into Left Upper Femur, Open Approach","femur","Open Approach"
"0QH734Z","Insertion of Internal Fixation Device into Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH735Z","Insertion of External Fixation Device into Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH736Z","Insertion of Intramedullary Internal Fixation Device into Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH73BZ","Insertion of Monoplanar External Fixation Device into Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH73CZ","Insertion of Ring External Fixation Device into Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH73DZ","Insertion of Hybrid External Fixation Device into Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QH744Z","Insertion of Internal Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH745Z","Insertion of External Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH746Z","Insertion of Intramedullary Internal Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH74BZ","Insertion of Monoplanar External Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH74CZ","Insertion of Ring External Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH74DZ","Insertion of Hybrid External Fixation Device into Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH804Z","Insertion of Internal Fixation Device into Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QH805Z","Insertion of External Fixation Device into Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QH806Z","Insertion of Intramedullary Internal Fixation Device into Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QH80BZ","Insertion of Monoplanar External Fixation Device into Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QH80CZ","Insertion of Ring External Fixation Device into Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QH80DZ","Insertion of Hybrid External Fixation Device into Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QH834Z","Insertion of Internal Fixation Device into Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH835Z","Insertion of External Fixation Device into Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH836Z","Insertion of Intramedullary Internal Fixation Device into Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH83BZ","Insertion of Monoplanar External Fixation Device into Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH83CZ","Insertion of Ring External Fixation Device into Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH83DZ","Insertion of Hybrid External Fixation Device into Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH844Z","Insertion of Internal Fixation Device into Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH845Z","Insertion of External Fixation Device into Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH846Z","Insertion of Intramedullary Internal Fixation Device into Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH84BZ","Insertion of Monoplanar External Fixation Device into Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH84CZ","Insertion of Ring External Fixation Device into Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH84DZ","Insertion of Hybrid External Fixation Device into Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH904Z","Insertion of Internal Fixation Device into Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QH905Z","Insertion of External Fixation Device into Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QH906Z","Insertion of Intramedullary Internal Fixation Device into Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QH90BZ","Insertion of Monoplanar External Fixation Device into Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QH90CZ","Insertion of Ring External Fixation Device into Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QH90DZ","Insertion of Hybrid External Fixation Device into Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QH934Z","Insertion of Internal Fixation Device into Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH935Z","Insertion of External Fixation Device into Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH936Z","Insertion of Intramedullary Internal Fixation Device into Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH93BZ","Insertion of Monoplanar External Fixation Device into Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH93CZ","Insertion of Ring External Fixation Device into Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH93DZ","Insertion of Hybrid External Fixation Device into Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QH944Z","Insertion of Internal Fixation Device into Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH945Z","Insertion of External Fixation Device into Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH946Z","Insertion of Intramedullary Internal Fixation Device into Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH94BZ","Insertion of Monoplanar External Fixation Device into Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH94CZ","Insertion of Ring External Fixation Device into Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QH94DZ","Insertion of Hybrid External Fixation Device into Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHB04Z","Insertion of Internal Fixation Device into Right Lower Femur, Open Approach","femur","Open Approach"
"0QHB05Z","Insertion of External Fixation Device into Right Lower Femur, Open Approach","femur","Open Approach"
"0QHB06Z","Insertion of Intramedullary Internal Fixation Device into Right Lower Femur, Open Approach","femur","Open Approach"
"0QHB0BZ","Insertion of Monoplanar External Fixation Device into Right Lower Femur, Open Approach","femur","Open Approach"
"0QHB0CZ","Insertion of Ring External Fixation Device into Right Lower Femur, Open Approach","femur","Open Approach"
"0QHB0DZ","Insertion of Hybrid External Fixation Device into Right Lower Femur, Open Approach","femur","Open Approach"
"0QHB34Z","Insertion of Internal Fixation Device into Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHB35Z","Insertion of External Fixation Device into Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHB36Z","Insertion of Intramedullary Internal Fixation Device into Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHB3BZ","Insertion of Monoplanar External Fixation Device into Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHB3CZ","Insertion of Ring External Fixation Device into Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHB3DZ","Insertion of Hybrid External Fixation Device into Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHB44Z","Insertion of Internal Fixation Device into Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHB45Z","Insertion of External Fixation Device into Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHB46Z","Insertion of Intramedullary Internal Fixation Device into Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHB4BZ","Insertion of Monoplanar External Fixation Device into Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHB4CZ","Insertion of Ring External Fixation Device into Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHB4DZ","Insertion of Hybrid External Fixation Device into Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHC04Z","Insertion of Internal Fixation Device into Left Lower Femur, Open Approach","femur","Open Approach"
"0QHC05Z","Insertion of External Fixation Device into Left Lower Femur, Open Approach","femur","Open Approach"
"0QHC06Z","Insertion of Intramedullary Internal Fixation Device into Left Lower Femur, Open Approach","femur","Open Approach"
"0QHC0BZ","Insertion of Monoplanar External Fixation Device into Left Lower Femur, Open Approach","femur","Open Approach"
"0QHC0CZ","Insertion of Ring External Fixation Device into Left Lower Femur, Open Approach","femur","Open Approach"
"0QHC0DZ","Insertion of Hybrid External Fixation Device into Left Lower Femur, Open Approach","femur","Open Approach"
"0QHC34Z","Insertion of Internal Fixation Device into Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHC35Z","Insertion of External Fixation Device into Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHC36Z","Insertion of Intramedullary Internal Fixation Device into Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHC3BZ","Insertion of Monoplanar External Fixation Device into Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHC3CZ","Insertion of Ring External Fixation Device into Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHC3DZ","Insertion of Hybrid External Fixation Device into Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QHC44Z","Insertion of Internal Fixation Device into Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHC45Z","Insertion of External Fixation Device into Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHC46Z","Insertion of Intramedullary Internal Fixation Device into Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHC4BZ","Insertion of Monoplanar External Fixation Device into Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHC4CZ","Insertion of Ring External Fixation Device into Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QHC4DZ","Insertion of Hybrid External Fixation Device into Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS604Z","Reposition Right Upper Femur with Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS605Z","Reposition Right Upper Femur with External Fixation Device, Open Approach","femur","Open Approach"
"0QS606Z","Reposition Right Upper Femur with Intramedullary Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS60BZ","Reposition Right Upper Femur with Monoplanar External Fixation Device, Open Approach","femur","Open Approach"
"0QS60CZ","Reposition Right Upper Femur with Ring External Fixation Device, Open Approach","femur","Open Approach"
"0QS60DZ","Reposition Right Upper Femur with Hybrid External Fixation Device, Open Approach","femur","Open Approach"
"0QS60ZZ","Reposition Right Upper Femur, Open Approach","femur","Open Approach"
"0QS634Z","Reposition Right Upper Femur with Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS635Z","Reposition Right Upper Femur with External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS636Z","Reposition Right Upper Femur with Intramedullary Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS63BZ","Reposition Right Upper Femur with Monoplanar External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS63CZ","Reposition Right Upper Femur with Ring External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS63DZ","Reposition Right Upper Femur with Hybrid External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS63ZZ","Reposition Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QS644Z","Reposition Right Upper Femur with Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS645Z","Reposition Right Upper Femur with External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS646Z","Reposition Right Upper Femur with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS64BZ","Reposition Right Upper Femur with Monoplanar External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS64CZ","Reposition Right Upper Femur with Ring External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS64DZ","Reposition Right Upper Femur with Hybrid External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS64ZZ","Reposition Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS704Z","Reposition Left Upper Femur with Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS705Z","Reposition Left Upper Femur with External Fixation Device, Open Approach","femur","Open Approach"
"0QS706Z","Reposition Left Upper Femur with Intramedullary Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS70BZ","Reposition Left Upper Femur with Monoplanar External Fixation Device, Open Approach","femur","Open Approach"
"0QS70CZ","Reposition Left Upper Femur with Ring External Fixation Device, Open Approach","femur","Open Approach"
"0QS70DZ","Reposition Left Upper Femur with Hybrid External Fixation Device, Open Approach","femur","Open Approach"
"0QS70ZZ","Reposition Left Upper Femur, Open Approach","femur","Open Approach"
"0QS734Z","Reposition Left Upper Femur with Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS735Z","Reposition Left Upper Femur with External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS736Z","Reposition Left Upper Femur with Intramedullary Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS73BZ","Reposition Left Upper Femur with Monoplanar External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS73CZ","Reposition Left Upper Femur with Ring External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS73DZ","Reposition Left Upper Femur with Hybrid External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS73ZZ","Reposition Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QS744Z","Reposition Left Upper Femur with Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS745Z","Reposition Left Upper Femur with External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS746Z","Reposition Left Upper Femur with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS74BZ","Reposition Left Upper Femur with Monoplanar External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS74CZ","Reposition Left Upper Femur with Ring External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS74DZ","Reposition Left Upper Femur with Hybrid External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS74ZZ","Reposition Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS804Z","Reposition Right Femoral Shaft with Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS805Z","Reposition Right Femoral Shaft with External Fixation Device, Open Approach","femur","Open Approach"
"0QS806Z","Reposition Right Femoral Shaft with Intramedullary Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS80BZ","Reposition Right Femoral Shaft with Monoplanar External Fixation Device, Open Approach","femur","Open Approach"
"0QS80CZ","Reposition Right Femoral Shaft with Ring External Fixation Device, Open Approach","femur","Open Approach"
"0QS80DZ","Reposition Right Femoral Shaft with Hybrid External Fixation Device, Open Approach","femur","Open Approach"
"0QS80ZZ","Reposition Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QS834Z","Reposition Right Femoral Shaft with Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS835Z","Reposition Right Femoral Shaft with External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS836Z","Reposition Right Femoral Shaft with Intramedullary Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS83BZ","Reposition Right Femoral Shaft with Monoplanar External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS83CZ","Reposition Right Femoral Shaft with Ring External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS83DZ","Reposition Right Femoral Shaft with Hybrid External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS83ZZ","Reposition Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
