ICD-10-PCS Code quoted,ICD-10-PCS Code,ICD-10-PCS Code Description,CCSR Category,CCSR Category Description,Clinical Domain
"""0NU44JZ""",0NU44JZ,"Supplement Left Parietal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU44KZ""",0NU44KZ,"Supplement Left Parietal Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU507Z""",0NU507Z,"Supplement Right Temporal Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU50JZ""",0NU50JZ,"Supplement Right Temporal Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU50KZ""",0NU50KZ,"Supplement Right Temporal Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU537Z""",0NU537Z,"Supplement Right Temporal Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU53JZ""",0NU53JZ,"Supplement Right Temporal Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU53KZ""",0NU53KZ,"Supplement Right Temporal Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU547Z""",0NU547Z,"Supplement Right Temporal Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU54JZ""",0NU54JZ,"Supplement Right Temporal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU54KZ""",0NU54KZ,"Supplement Right Temporal Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU607Z""",0NU607Z,"Supplement Left Temporal Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU60JZ""",0NU60JZ,"Supplement Left Temporal Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU60KZ""",0NU60KZ,"Supplement Left Temporal Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU637Z""",0NU637Z,"Supplement Left Temporal Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU63JZ""",0NU63JZ,"Supplement Left Temporal Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU63KZ""",0NU63KZ,"Supplement Left Temporal Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU647Z""",0NU647Z,"Supplement Left Temporal Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU64JZ""",0NU64JZ,"Supplement Left Temporal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU64KZ""",0NU64KZ,"Supplement Left Temporal Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU707Z""",0NU707Z,"Supplement Occipital Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU70JZ""",0NU70JZ,"Supplement Occipital Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU70KZ""",0NU70KZ,"Supplement Occipital Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU737Z""",0NU737Z,"Supplement Occipital Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU73JZ""",0NU73JZ,"Supplement Occipital Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU73KZ""",0NU73KZ,"Supplement Occipital Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU747Z""",0NU747Z,"Supplement Occipital Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU74JZ""",0NU74JZ,"Supplement Occipital Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU74KZ""",0NU74KZ,"Supplement Occipital Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU807Z""",0NU807Z,"Supplement Left Occipital Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU80JZ""",0NU80JZ,"Supplement Left Occipital Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU80KZ""",0NU80KZ,"Supplement Left Occipital Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU837Z""",0NU837Z,"Supplement Left Occipital Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU83JZ""",0NU83JZ,"Supplement Left Occipital Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU83KZ""",0NU83KZ,"Supplement Left Occipital Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU847Z""",0NU847Z,"Supplement Left Occipital Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU84JZ""",0NU84JZ,"Supplement Left Occipital Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NU84KZ""",0NU84KZ,"Supplement Left Occipital Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB07Z""",0NUB07Z,"Supplement Nasal Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB0JZ""",0NUB0JZ,"Supplement Nasal Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB0KZ""",0NUB0KZ,"Supplement Nasal Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB37Z""",0NUB37Z,"Supplement Nasal Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB3JZ""",0NUB3JZ,"Supplement Nasal Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB3KZ""",0NUB3KZ,"Supplement Nasal Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB47Z""",0NUB47Z,"Supplement Nasal Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB4JZ""",0NUB4JZ,"Supplement Nasal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUB4KZ""",0NUB4KZ,"Supplement Nasal Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC07Z""",0NUC07Z,"Supplement Sphenoid Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC0JZ""",0NUC0JZ,"Supplement Sphenoid Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC0KZ""",0NUC0KZ,"Supplement Sphenoid Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC37Z""",0NUC37Z,"Supplement Sphenoid Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC3JZ""",0NUC3JZ,"Supplement Sphenoid Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC3KZ""",0NUC3KZ,"Supplement Sphenoid Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC47Z""",0NUC47Z,"Supplement Sphenoid Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC4JZ""",0NUC4JZ,"Supplement Sphenoid Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUC4KZ""",0NUC4KZ,"Supplement Sphenoid Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD07Z""",0NUD07Z,"Supplement Left Sphenoid Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD0JZ""",0NUD0JZ,"Supplement Left Sphenoid Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD0KZ""",0NUD0KZ,"Supplement Left Sphenoid Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD37Z""",0NUD37Z,"Supplement Left Sphenoid Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD3JZ""",0NUD3JZ,"Supplement Left Sphenoid Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD3KZ""",0NUD3KZ,"Supplement Left Sphenoid Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD47Z""",0NUD47Z,"Supplement Left Sphenoid Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD4JZ""",0NUD4JZ,"Supplement Left Sphenoid Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUD4KZ""",0NUD4KZ,"Supplement Left Sphenoid Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF07Z""",0NUF07Z,"Supplement Right Ethmoid Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF0JZ""",0NUF0JZ,"Supplement Right Ethmoid Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF0KZ""",0NUF0KZ,"Supplement Right Ethmoid Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF37Z""",0NUF37Z,"Supplement Right Ethmoid Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF3JZ""",0NUF3JZ,"Supplement Right Ethmoid Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF3KZ""",0NUF3KZ,"Supplement Right Ethmoid Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF47Z""",0NUF47Z,"Supplement Right Ethmoid Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF4JZ""",0NUF4JZ,"Supplement Right Ethmoid Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUF4KZ""",0NUF4KZ,"Supplement Right Ethmoid Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG07Z""",0NUG07Z,"Supplement Left Ethmoid Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG0JZ""",0NUG0JZ,"Supplement Left Ethmoid Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG0KZ""",0NUG0KZ,"Supplement Left Ethmoid Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG37Z""",0NUG37Z,"Supplement Left Ethmoid Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG3JZ""",0NUG3JZ,"Supplement Left Ethmoid Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG3KZ""",0NUG3KZ,"Supplement Left Ethmoid Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG47Z""",0NUG47Z,"Supplement Left Ethmoid Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG4JZ""",0NUG4JZ,"Supplement Left Ethmoid Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUG4KZ""",0NUG4KZ,"Supplement Left Ethmoid Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH07Z""",0NUH07Z,"Supplement Right Lacrimal Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH0JZ""",0NUH0JZ,"Supplement Right Lacrimal Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH0KZ""",0NUH0KZ,"Supplement Right Lacrimal Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH37Z""",0NUH37Z,"Supplement Right Lacrimal Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH3JZ""",0NUH3JZ,"Supplement Right Lacrimal Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH3KZ""",0NUH3KZ,"Supplement Right Lacrimal Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH47Z""",0NUH47Z,"Supplement Right Lacrimal Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH4JZ""",0NUH4JZ,"Supplement Right Lacrimal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUH4KZ""",0NUH4KZ,"Supplement Right Lacrimal Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ07Z""",0NUJ07Z,"Supplement Left Lacrimal Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ0JZ""",0NUJ0JZ,"Supplement Left Lacrimal Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ0KZ""",0NUJ0KZ,"Supplement Left Lacrimal Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ37Z""",0NUJ37Z,"Supplement Left Lacrimal Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ3JZ""",0NUJ3JZ,"Supplement Left Lacrimal Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ3KZ""",0NUJ3KZ,"Supplement Left Lacrimal Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ47Z""",0NUJ47Z,"Supplement Left Lacrimal Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ4JZ""",0NUJ4JZ,"Supplement Left Lacrimal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUJ4KZ""",0NUJ4KZ,"Supplement Left Lacrimal Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK07Z""",0NUK07Z,"Supplement Right Palatine Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK0JZ""",0NUK0JZ,"Supplement Right Palatine Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK0KZ""",0NUK0KZ,"Supplement Right Palatine Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK37Z""",0NUK37Z,"Supplement Right Palatine Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK3JZ""",0NUK3JZ,"Supplement Right Palatine Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK3KZ""",0NUK3KZ,"Supplement Right Palatine Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK47Z""",0NUK47Z,"Supplement Right Palatine Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK4JZ""",0NUK4JZ,"Supplement Right Palatine Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUK4KZ""",0NUK4KZ,"Supplement Right Palatine Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL07Z""",0NUL07Z,"Supplement Left Palatine Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL0JZ""",0NUL0JZ,"Supplement Left Palatine Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL0KZ""",0NUL0KZ,"Supplement Left Palatine Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL37Z""",0NUL37Z,"Supplement Left Palatine Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL3JZ""",0NUL3JZ,"Supplement Left Palatine Bone with Synthetic Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL3KZ""",0NUL3KZ,"Supplement Left Palatine Bone with Nonautologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL47Z""",0NUL47Z,"Supplement Left Palatine Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL4JZ""",0NUL4JZ,"Supplement Left Palatine Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUL4KZ""",0NUL4KZ,"Supplement Left Palatine Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUM07Z""",0NUM07Z,"Supplement Right Zygomatic Bone with Autologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUM0JZ""",0NUM0JZ,"Supplement Right Zygomatic Bone with Synthetic Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUM0KZ""",0NUM0KZ,"Supplement Right Zygomatic Bone with Nonautologous Tissue Substitute, Open Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
"""0NUM37Z""",0NUM37Z,"Supplement Right Zygomatic Bone with Autologous Tissue Substitute, Percutaneous Approach",MST029,"Musculoskeletal device procedures, NEC","Musculoskeletal, Subcutaneous Tissue, and Fascia Procedures"
